,date,t1,pitcher,t2,batter,inning,result,pitch_type,mph,rpm,vbreak,up_down,hbreak,left_right,count,left_right_raw,result_raw,pitch_type_raw,fifax
147,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Ball,Slider,86.6,3120,35,↓,10,False,"(0, 1)",→,Ball,Slider,0.7102497194872331
148,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Ball,Slider,84.0,2930,39,↓,6,False,"(1, 1)",→,Ball,Slider,0.6735885142362334
149,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Ball,Fastball,94.4,2529,14,↓,2,True,"(2, 1)",←,Ball,4-Seam Fastball,0.6332299066748768
150,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Strike,Curveball,83.8,3024,36,↓,13,False,"(3, 1)",→,Called Strike,Curveball,0.7265538875543196
151,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Foul,Curveball,83.6,3003,39,↓,6,False,"(3, 2)",→,Foul,Curveball,0.6996193619663514
152,2021-9-1,Cardinals,Lucas Sims,Reds,Andrew Knizner,5,Strike,Slider,85.9,3100,39,↓,4,False,"(3, 2)",→,Swinging Strike,Slider,0.6899619223412992
153,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Ball,Sinker,97.5,2184,16,↓,11,False,"(0, 0)",→,Ball,Sinker,0.5921053098012401
154,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Foul,Fastball,97.9,2287,10,↓,5,False,"(1, 0)",→,Foul,4-Seam Fastball,0.6864628232326727
155,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Foul,Sinker,99.4,2265,12,↓,11,False,"(1, 1)",→,Foul,Sinker,0.6984487521872681
156,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Ball,Sinker,99.0,1999,15,↓,9,False,"(1, 2)",→,Ball,Sinker,0.5957103695564212
157,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Ball,Sinker,99.5,2014,14,↓,11,False,"(2, 2)",→,Ball,Sinker,0.6268967319098459
158,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Foul,Fastball,98.9,2178,11,↓,4,False,"(3, 2)",→,Foul,4-Seam Fastball,0.6574742966258742
159,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Foul,Fastball,99.1,2142,11,↓,5,False,"(3, 2)",→,Foul,4-Seam Fastball,0.6611491797472342
160,2021-9-1,Cardinals,Genesis Cabrera,Reds,Nick Castellanos,5,Contact,Fastball,98.6,2310,12,↓,4,False,"(3, 2)",→,"In play, no out",4-Seam Fastball,0.6766224548948722
161,2021-9-1,Cardinals,Genesis Cabrera,Reds,Joey Votto,5,Ball,Fastball,98.4,2175,10,↓,2,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6630087441118896
162,2021-9-1,Cardinals,Genesis Cabrera,Reds,Joey Votto,5,Ball,Fastball,98.6,2182,10,↓,8,False,"(1, 0)",→,Ball,4-Seam Fastball,0.6777843022305494
163,2021-9-1,Cardinals,Genesis Cabrera,Reds,Joey Votto,5,Strike,Fastball,98.2,2144,10,↓,7,False,"(2, 0)",→,Called Strike,4-Seam Fastball,0.677523794828338
164,2021-9-1,Cardinals,Genesis Cabrera,Reds,Joey Votto,5,Foul,Fastball,98.8,2178,10,↓,4,False,"(2, 1)",→,Foul,4-Seam Fastball,0.6660144600228716
165,2021-9-1,Cardinals,Genesis Cabrera,Reds,Joey Votto,5,Contact,Sinker,99.3,2038,16,↓,9,False,"(2, 2)",→,"In play, out(s)",Sinker,0.5670232585038529
166,2021-9-1,Cardinals,Genesis Cabrera,Reds,Mike Moustakas,5,Strike,Sinker,98.8,2012,14,↓,11,False,"(0, 0)",→,Called Strike,Sinker,0.6278143280612052
167,2021-9-1,Cardinals,Genesis Cabrera,Reds,Mike Moustakas,5,Foul,Sinker,99.1,2049,16,↓,9,False,"(0, 1)",→,Foul,Sinker,0.5614564506945187
168,2021-9-1,Cardinals,Genesis Cabrera,Reds,Mike Moustakas,5,Foul,Fastball,98.8,2255,11,↓,3,False,"(0, 2)",→,Foul,4-Seam Fastball,0.6628633717606227
169,2021-9-1,Cardinals,Genesis Cabrera,Reds,Mike Moustakas,5,Strike,Sinker,97.9,2165,13,↓,10,False,"(0, 2)",→,Called Strike,Sinker,0.6433731413841072
170,2021-9-1,Cardinals,Tony Santillan,Reds,Matt Carpenter,6,Foul,Fastball,95.0,2038,17,↓,11,True,"(0, 0)",←,Foul,4-Seam Fastball,0.5731709987562105
171,2021-9-1,Cardinals,Tony Santillan,Reds,Matt Carpenter,6,Ball,Fastball,95.7,2047,16,↓,12,True,"(0, 1)",←,Ball,4-Seam Fastball,0.6046944205564514
172,2021-9-1,Cardinals,Tony Santillan,Reds,Matt Carpenter,6,Strike,Slider,85.7,2369,36,↓,9,False,"(1, 1)",→,Called Strike,Slider,0.703701483655902
173,2021-9-1,Cardinals,Tony Santillan,Reds,Matt Carpenter,6,Strike,Fastball,95.8,2044,19,↓,13,True,"(1, 2)",←,Called Strike,4-Seam Fastball,0.5801534914405153
174,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Strike,Changeup,91.1,1341,24,↓,15,True,"(0, 0)",←,Called Strike,Changeup,0.5558165891607632
175,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Ball,Fastball,95.8,2020,18,↓,13,True,"(0, 1)",←,Ball,4-Seam Fastball,0.5814690807601154
176,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Foul,Fastball,96.3,2080,16,↓,15,True,"(1, 1)",←,Foul,4-Seam Fastball,0.6123477924226629
177,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Foul,Fastball,97.4,2136,16,↓,13,True,"(1, 2)",←,Foul,4-Seam Fastball,0.6068886832152525
178,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Ball,Fastball,96.7,1918,17,↓,11,True,"(1, 2)",←,Ball,4-Seam Fastball,0.5675667689161903
179,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Ball,Slider,86.3,2295,38,↓,12,False,"(2, 2)",→,Ball,Slider,0.6953003400530128
180,2021-9-1,Cardinals,Tony Santillan,Reds,Tommy Edman,6,Strike,Slider,86.7,2193,34,↓,11,False,"(3, 2)",→,Swinging Strike,Slider,0.7145958971550999
181,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Ball,Fastball,97.1,1937,18,↓,10,True,"(0, 0)",←,Ball,4-Seam Fastball,0.554222035702558
182,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Strike,Slider,86.0,2224,42,↓,10,False,"(1, 0)",→,Called Strike,Slider,0.676725897278532
183,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Strike,Slider,87.0,2187,36,↓,12,False,"(1, 1)",→,Called Strike,Slider,0.7197348921409148
184,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Ball,Fastball,97.0,1883,18,↓,9,True,"(1, 2)",←,Ball,4-Seam Fastball,0.5541858985735748
185,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Foul,Slider,87.2,2122,42,↓,13,False,"(2, 2)",→,Foul,Slider,0.6862863139891368
186,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Foul,Fastball,96.6,2029,18,↓,14,True,"(2, 2)",←,Foul,4-Seam Fastball,0.585509786716982
187,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,Ball,Fastball,96.5,2097,13,↓,13,True,"(2, 2)",←,Ball,4-Seam Fastball,0.6607947708150638
188,2021-9-1,Cardinals,Tony Santillan,Reds,Paul Goldschmidt,6,,Slider,86.5,2377,38,↓,8,False,"(3, 2)",→,Ball In Dirt,Slider,0.6835712379278931
189,2021-9-1,Cardinals,Tony Santillan,Reds,Tyler O'Neill,6,Ball,Fastball,95.3,2111,17,↓,9,True,"(0, 0)",←,Ball,4-Seam Fastball,0.5695635216891414
190,2021-9-1,Cardinals,Tony Santillan,Reds,Tyler O'Neill,6,Contact,Slider,85.9,2334,40,↓,9,False,"(1, 0)",→,"In play, out(s)",Slider,0.6805102327026131
191,2021-9-1,Cardinals,Luis Garcia,Reds,Kyle Farmer,6,Strike,Sinker,96.5,2118,17,↓,15,True,"(0, 0)",←,Called Strike,Sinker,0.5650191380463258
192,2021-9-1,Cardinals,Luis Garcia,Reds,Kyle Farmer,6,Contact,Slider,84.3,2479,36,↓,2,False,"(0, 1)",→,"In play, out(s)",Slider,0.6600176619657354
193,2021-9-1,Cardinals,Luis Garcia,Reds,Tyler Stephenson,6,Strike,Slider,83.0,2330,38,↓,2,False,"(0, 0)",→,Called Strike,Slider,0.6574202142088588
194,2021-9-1,Cardinals,Luis Garcia,Reds,Tyler Stephenson,6,Ball,Slider,85.5,2503,35,↓,2,False,"(0, 1)",→,Ball,Slider,0.6610437300326486
195,2021-9-1,Cardinals,Luis Garcia,Reds,Tyler Stephenson,6,Contact,Sinker,98.5,2163,15,↓,16,True,"(1, 1)",←,"In play, out(s)",Sinker,0.6088404849318714
196,2021-9-1,Cardinals,Luis Garcia,Reds,Eugenio Suarez,6,Contact,Sinker,98.4,2149,14,↓,16,True,"(0, 0)",←,"In play, no out",Sinker,0.632501374770641
197,2021-9-1,Cardinals,Luis Garcia,Reds,Aristides Aquino,6,Ball,Slider,84.0,2400,36,↓,1,False,"(0, 0)",→,Ball,Slider,0.6591899635723074
198,2021-9-1,Cardinals,Luis Garcia,Reds,Aristides Aquino,6,Contact,Sinker,98.8,2211,16,↓,18,True,"(1, 0)",←,"In play, out(s)",Sinker,0.6209057861439455
199,2021-9-1,Cardinals,Luis Cessa,Reds,Nolan Arenado,7,Strike,Fastball,93.8,2246,19,↓,6,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.5763310041399426
200,2021-9-1,Cardinals,Luis Cessa,Reds,Nolan Arenado,7,Strike,Sinker,92.9,2212,18,↓,15,True,"(0, 1)",←,Called Strike,Sinker,0.5718869238913693
201,2021-9-1,Cardinals,Luis Cessa,Reds,Nolan Arenado,7,Ball,Slider,83.5,2508,41,↓,1,False,"(0, 2)",→,Ball,Slider,0.6589120525333985
202,2021-9-1,Cardinals,Luis Cessa,Reds,Nolan Arenado,7,Contact,Slider,82.2,2480,44,↓,1,False,"(1, 2)",→,"In play, out(s)",Slider,0.6586971740777096
203,2021-9-1,Cardinals,Luis Cessa,Reds,Dylan Carlson,7,Strike,Slider,80.9,2355,44,↓,0,False,"(0, 0)",,Called Strike,Slider,0.6614064693852173
204,2021-9-1,Cardinals,Luis Cessa,Reds,Dylan Carlson,7,Strike,Changeup,87.7,1684,32,↓,16,True,"(0, 1)",←,Swinging Strike,Changeup,0.5620666390804376
205,2021-9-1,Cardinals,Luis Cessa,Reds,Dylan Carlson,7,Ball,Slider,82.1,2493,44,↓,1,False,"(0, 2)",→,Ball,Slider,0.6591722966659928
206,2021-9-1,Cardinals,Luis Cessa,Reds,Dylan Carlson,7,Strike,Changeup,88.7,1569,28,↓,14,True,"(1, 2)",←,Foul Tip,Changeup,0.5474624702463698
207,2021-9-1,Cardinals,Luis Cessa,Reds,Edmundo Sosa,7,Strike,Slider,81.6,2356,43,↓,0,False,"(1, 2)",,Swinging Strike,Slider,0.6619512679919429
208,2021-9-1,Cardinals,Luis Cessa,Reds,Edmundo Sosa,7,Ball,Slider,81.7,2465,44,↓,1,False,"(0, 0)",→,Ball,Slider,0.6563321174516289
209,2021-9-1,Cardinals,Luis Cessa,Reds,Edmundo Sosa,7,Foul,Slider,82.1,2406,46,↓,1,False,"(1, 0)",→,Foul,Slider,0.6589623604939744
210,2021-9-1,Cardinals,Luis Cessa,Reds,Edmundo Sosa,7,Ball,Slider,83.4,2516,43,↓,5,False,"(1, 1)",→,Ball,Slider,0.6585902745119299
211,2021-9-1,Cardinals,Luis Cessa,Reds,Edmundo Sosa,7,Contact,Slider,82.4,2434,46,↓,3,False,"(2, 1)",→,"In play, no out",Slider,0.658164946821378
212,2021-9-1,Cardinals,Luis Cessa,Reds,Harrison Bader,7,Contact,Sinker,93.7,2118,18,↓,15,True,"(0, 0)",←,"In play, no out",Sinker,0.5589381064527621
213,2021-9-1,Cardinals,Luis Cessa,Reds,Andrew Knizner,7,Strike,Fastball,94.3,2247,17,↓,9,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.5835578017074727
214,2021-9-1,Cardinals,Luis Cessa,Reds,Andrew Knizner,7,Foul,Slider,82.8,2447,42,↓,3,False,"(0, 1)",→,Foul,Slider,0.6569603434090161
215,2021-9-1,Cardinals,Luis Cessa,Reds,Andrew Knizner,7,,Slider,84.1,2616,41,↓,1,False,"(0, 2)",→,Ball In Dirt,Slider,0.6658879467500923
216,2021-9-1,Cardinals,Luis Cessa,Reds,Andrew Knizner,7,Contact,Slider,83.5,2491,40,↓,4,False,"(1, 2)",→,"In play, out(s)",Slider,0.6584351360132903
217,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Strike,Slider,85.3,2370,33,↓,1,True,"(0, 0)",←,Called Strike,Slider,0.6655499687516243
218,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Strike,Slider,85.7,2413,35,↓,1,True,"(0, 1)",←,Swinging Strike,Slider,0.663821224997601
219,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Ball,Slider,85.8,2472,38,↓,5,True,"(0, 2)",←,Ball,Slider,0.6613145073004836
220,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Foul,Slider,85.9,2395,39,↓,4,True,"(1, 2)",←,Foul,Slider,0.6612879810535581
221,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Ball,Fastball,94.8,2292,13,↓,9,True,"(1, 2)",←,Ball,4-Seam Fastball,0.6582631809286249
222,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Jonathan India,7,Contact,Fastball,93.8,2265,12,↓,7,True,"(2, 2)",←,"In play, out(s)",4-Seam Fastball,0.6654779910198086
223,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Alejo Lopez,7,Ball,Slider,86.5,2412,33,↓,2,True,"(0, 0)",←,Ball,Slider,0.6644270017738012
224,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Alejo Lopez,7,Strike,Slider,85.0,2353,36,↓,2,True,"(1, 0)",←,Called Strike,Slider,0.664043224901669
225,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Alejo Lopez,7,Strike,Fastball,95.5,2329,13,↓,10,True,"(1, 1)",←,Swinging Strike,4-Seam Fastball,0.6700485171583461
226,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Alejo Lopez,7,Strike,Fastball,94.4,2290,13,↓,8,True,"(1, 2)",←,Swinging Strike,4-Seam Fastball,0.6542482582254795
227,2021-9-1,Cardinals,Giovanny Gallegos,Reds,Nick Castellanos,7,Contact,Fastball,95.0,2307,14,↓,8,True,"(0, 0)",←,"In play, out(s)",4-Seam Fastball,0.632098771848379
228,2021-9-1,Cardinals,Sonny Gray,Reds,Tommy Edman,1,Strike,Fastball,91.9,2392,16,↓,1,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.6199892899130421
229,2021-9-1,Cardinals,Sonny Gray,Reds,Tommy Edman,1,Ball,Curveball,77.9,2722,60,↓,12,False,"(0, 1)",→,Ball,Curveball,0.6957951198065715
230,2021-9-1,Cardinals,Sonny Gray,Reds,Tommy Edman,1,Contact,Fastball,91.6,2370,16,↓,1,True,"(1, 1)",←,"In play, run(s)",4-Seam Fastball,0.6171980918800379
231,2021-9-1,Cardinals,Sonny Gray,Reds,Paul Goldschmidt,1,Strike,Fastball,91.7,2420,18,↓,0,False,"(0, 0)",,Foul Tip,4-Seam Fastball,0.6006982392196168
232,2021-9-1,Cardinals,Sonny Gray,Reds,Paul Goldschmidt,1,Strike,Cutter,80.8,2577,43,↓,6,False,"(0, 1)",→,Called Strike,Cutter,0.7209598894134291
233,2021-9-1,Cardinals,Sonny Gray,Reds,Paul Goldschmidt,1,Ball,Sinker,91.5,2337,23,↓,14,True,"(0, 2)",←,Ball,Sinker,0.5558110447462002
234,2021-9-1,Cardinals,Sonny Gray,Reds,Paul Goldschmidt,1,Ball,Sinker,91.6,2318,24,↓,14,True,"(1, 2)",←,Ball,Sinker,0.5567811280750586
235,2021-9-1,Cardinals,Sonny Gray,Reds,Paul Goldschmidt,1,Contact,Slider,78.8,2415,53,↓,12,False,"(2, 2)",→,"In play, out(s)",Slider,0.6866702842575942
236,2021-9-1,Cardinals,Sonny Gray,Reds,Tyler O'Neill,1,Ball,Cutter,83.1,2488,43,↓,3,False,"(0, 0)",→,Ball,Cutter,0.6515888531017686
237,2021-9-1,Cardinals,Sonny Gray,Reds,Tyler O'Neill,1,Contact,Sinker,91.6,2175,23,↓,16,True,"(1, 0)",←,"In play, out(s)",Sinker,0.5629949531724457
238,2021-9-1,Cardinals,Sonny Gray,Reds,Nolan Arenado,1,Ball,Fastball,92.1,2251,16,↓,1,True,"(0, 0)",←,Ball,4-Seam Fastball,0.6060287734141133
239,2021-9-1,Cardinals,Sonny Gray,Reds,Nolan Arenado,1,Strike,Sinker,91.6,2156,25,↓,17,True,"(1, 0)",←,Called Strike,Sinker,0.5895807942477798
240,2021-9-1,Cardinals,Sonny Gray,Reds,Nolan Arenado,1,Ball,Cutter,82.2,2423,44,↓,4,False,"(1, 1)",→,Ball,Cutter,0.6105567136145988
241,2021-9-1,Cardinals,Sonny Gray,Reds,Nolan Arenado,1,Foul,Slider,79.4,2339,47,↓,18,False,"(2, 1)",→,Foul,Slider,0.685771365346136
242,2021-9-1,Cardinals,Sonny Gray,Reds,Nolan Arenado,1,Contact,Slider,80.3,2205,47,↓,17,False,"(2, 2)",→,"In play, out(s)",Slider,0.687692114891577
243,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,1,Ball,Fastball,89.5,2216,18,↓,8,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5923513654022746
244,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,1,Contact,Sinker,87.3,2040,27,↓,16,False,"(1, 0)",→,"In play, no out",Sinker,0.6090173197508287
245,2021-9-1,Cardinals,J.A. Happ,Reds,Tyler Stephenson,1,Foul,Fastball,90.1,2157,18,↓,9,False,"(0, 0)",→,Foul,4-Seam Fastball,0.592319724431009
246,2021-9-1,Cardinals,J.A. Happ,Reds,Tyler Stephenson,1,Contact,Changeup,85.3,1295,31,↓,14,False,"(0, 1)",→,"In play, out(s)",Changeup,0.5327232528159689
247,2021-9-1,Cardinals,J.A. Happ,Reds,Nick Castellanos,1,Strike,Sinker,89.1,1916,30,↓,12,False,"(0, 0)",→,Swinging Strike,Sinker,0.5527751021597491
248,2021-9-1,Cardinals,J.A. Happ,Reds,Nick Castellanos,1,Contact,Curveball,75.2,2085,53,↓,5,True,"(0, 1)",←,"In play, run(s)",Curveball,0.672262566185699
249,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Strike,Slider,84.6,2100,37,↓,2,True,"(0, 0)",←,Called Strike,Slider,0.6438886962592755
250,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Ball,Fastball,91.1,2235,16,↓,8,False,"(0, 1)",→,Ball,4-Seam Fastball,0.6155342698216155
251,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Ball,Sinker,89.2,2048,29,↓,13,False,"(1, 1)",→,Ball,Sinker,0.55262359413051
252,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Foul,Fastball,91.2,2184,16,↓,11,False,"(2, 1)",→,Foul,4-Seam Fastball,0.6268097772318283
253,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Ball,Fastball,91.4,2228,16,↓,7,False,"(2, 2)",→,Ball,4-Seam Fastball,0.6148905148857033
254,2021-9-1,Cardinals,J.A. Happ,Reds,Joey Votto,1,Ball,Fastball,92.4,2317,17,↓,10,False,"(3, 2)",→,Ball,4-Seam Fastball,0.6219226090822706
255,2021-9-1,Cardinals,J.A. Happ,Reds,Eugenio Suarez,1,Strike,Fastball,91.8,2191,18,↓,9,False,"(0, 0)",→,Called Strike,4-Seam Fastball,0.5911985839296082
256,2021-9-1,Cardinals,J.A. Happ,Reds,Eugenio Suarez,1,Ball,Sinker,89.8,1987,23,↓,15,False,"(0, 1)",→,Ball,Sinker,0.5546183898289523
257,2021-9-1,Cardinals,J.A. Happ,Reds,Eugenio Suarez,1,Contact,Changeup,87.2,1708,24,↓,14,False,"(1, 1)",→,"In play, no out",Changeup,0.5418788511623743
258,2021-9-1,Cardinals,J.A. Happ,Reds,Kyle Farmer,1,Ball,Fastball,90.6,2215,15,↓,6,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6349520767368688
259,2021-9-1,Cardinals,J.A. Happ,Reds,Kyle Farmer,1,Contact,Fastball,91.2,2301,17,↓,5,False,"(1, 0)",→,"In play, out(s)",4-Seam Fastball,0.6069434033557564
260,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Ball,Fastball,92.2,2317,17,↓,11,False,"(0, 0)",→,Ball,4-Seam Fastball,0.6226450298224158
261,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Strike,Fastball,93.1,2303,17,↓,10,False,"(1, 0)",→,Called Strike,4-Seam Fastball,0.6200991545562088
262,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Foul,Fastball,91.9,2302,18,↓,9,False,"(1, 1)",→,Foul,4-Seam Fastball,0.6132854656791978
263,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Foul,Fastball,92.3,2231,17,↓,10,False,"(1, 2)",→,Foul,4-Seam Fastball,0.5980678199474251
264,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,,Sinker,90.3,1983,29,↓,16,False,"(1, 2)",→,Ball In Dirt,Sinker,0.5639607255224112
265,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Ball,Fastball,92.6,2300,17,↓,8,False,"(2, 2)",→,Ball,4-Seam Fastball,0.6142679608591677
266,2021-9-1,Cardinals,J.A. Happ,Reds,Aristides Aquino,1,Ball,Fastball,92.7,2317,18,↓,11,False,"(3, 2)",→,Ball,4-Seam Fastball,0.6197457524563492
267,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Ball,Fastball,91.0,2216,17,↓,10,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5989265086103082
268,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Ball,Fastball,91.3,2307,17,↓,8,False,"(1, 0)",→,Ball,4-Seam Fastball,0.6148155111355728
269,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Foul,Fastball,91.6,2299,18,↓,10,False,"(2, 0)",→,Foul,4-Seam Fastball,0.616662067533054
270,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Strike,Fastball,91.5,2201,18,↓,6,False,"(2, 1)",→,Called Strike,4-Seam Fastball,0.5900028137384138
271,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Ball,Fastball,92.3,2195,17,↓,8,False,"(2, 2)",→,Ball,4-Seam Fastball,0.5941947484870773
272,2021-9-1,Cardinals,J.A. Happ,Reds,Delino DeShields,1,Contact,Fastball,91.4,2195,15,↓,8,False,"(3, 2)",→,"In play, out(s)",4-Seam Fastball,0.635322496891015
273,2021-9-1,Cardinals,Sonny Gray,Reds,Dylan Carlson,2,Ball,Curveball,77.2,2716,60,↓,13,False,"(0, 0)",→,Ball,Curveball,0.7050656896466418
274,2021-9-1,Cardinals,Sonny Gray,Reds,Dylan Carlson,2,Contact,Curveball,76.2,2668,64,↓,11,False,"(1, 0)",→,"In play, out(s)",Curveball,0.7079202183256005
275,2021-9-1,Cardinals,Sonny Gray,Reds,Yadier Molina,2,Strike,Fastball,91.8,2388,17,↓,5,True,"(0, 0)",←,Called Strike,4-Seam Fastball,0.60747166719983
276,2021-9-1,Cardinals,Sonny Gray,Reds,Yadier Molina,2,Ball,Fastball,92.0,2459,16,↓,4,True,"(0, 1)",←,Ball,4-Seam Fastball,0.6234871719368049
277,2021-9-1,Cardinals,Sonny Gray,Reds,Yadier Molina,2,Foul,Sinker,91.6,2426,21,↓,14,True,"(1, 1)",←,Foul,Sinker,0.5553157315279172
278,2021-9-1,Cardinals,Sonny Gray,Reds,Yadier Molina,2,Strike,Sinker,90.8,2223,21,↓,11,True,"(1, 2)",←,Swinging Strike,Sinker,0.5563200481850546
279,2021-9-1,Cardinals,Sonny Gray,Reds,Paul DeJong,2,Ball,Sinker,90.0,2239,23,↓,10,True,"(0, 0)",←,Ball,Sinker,0.5553939054524166
280,2021-9-1,Cardinals,Sonny Gray,Reds,Paul DeJong,2,Strike,Cutter,81.4,2457,45,↓,5,False,"(1, 0)",→,Swinging Strike,Cutter,0.6794996431453517
281,2021-9-1,Cardinals,Sonny Gray,Reds,Paul DeJong,2,Contact,Sinker,90.9,2254,21,↓,12,True,"(1, 1)",←,"In play, out(s)",Sinker,0.5590391557526181
282,2021-9-1,Cardinals,J.A. Happ,Reds,Sonny Gray,2,Ball,Fastball,89.0,2233,18,↓,8,False,"(0, 0)",→,Ball,4-Seam Fastball,0.5946783481571932
283,2021-9-1,Cardinals,J.A. Happ,Reds,Sonny Gray,2,Strike,Changeup,84.7,1641,30,↓,15,False,"(1, 0)",→,Foul Tip,Changeup,0.5518255015743988
284,2021-9-1,Cardinals,J.A. Happ,Reds,Sonny Gray,2,Contact,Fastball,90.9,2270,19,↓,9,False,"(1, 1)",→,"In play, no out",4-Seam Fastball,0.5925849013570853
285,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,Strike,Fastball,90.8,2276,15,↓,9,False,"(0, 0)",→,Called Strike,4-Seam Fastball,0.6409795056019911
286,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,,Changeup,86.3,1692,25,↓,11,False,"(0, 1)",→,Ball In Dirt,Changeup,0.5424243453772121
287,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,Foul,Fastball,90.1,2160,17,↓,5,False,"(1, 1)",→,Foul,4-Seam Fastball,0.5942411583891698
288,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,Ball,Fastball,91.2,2312,16,↓,10,False,"(1, 2)",→,Ball,4-Seam Fastball,0.6427641713370292
289,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,Foul,Changeup,86.6,1571,28,↓,12,False,"(2, 2)",→,Foul,Changeup,0.5400886422718805
290,2021-9-1,Cardinals,J.A. Happ,Reds,Jonathan India,2,Contact,Fastball,91.1,2303,17,↓,6,False,"(2, 2)",→,"In play, no out",4-Seam Fastball,0.6088599366086572
291,2021-9-1,Cardinals,J.A. Happ,Reds,Tyler Stephenson,2,Ball,Sinker,90.0,2046,27,↓,16,False,"(0, 0)",→,Ball,Sinker,0.5637719588070704
292,2021-9-1,Cardinals,J.A. Happ,Reds,Tyler Stephenson,2,Ball,Fastball,91.5,2322,15,↓,6,False,"(1, 0)",→,Ball,4-Seam Fastball,0.6368384821584024
293,2021-9-1,Cardinals,J.A. Happ,Reds,Tyler Stephenson,2,Contact,Sinker,90.0,1964,24,↓,14,False,"(2, 0)",→,"In play, no out",Sinker,0.5533713886399687
